# File written by the predict_spectrum.py script.
# frequency (cm^-1)	Intensity
6.86193e+02	4.22189e+01
6.86893e+02	4.20808e+01
6.87594e+02	4.19434e+01
6.88294e+02	4.18067e+01
6.88994e+02	4.16707e+01
6.89695e+02	4.15353e+01
6.90395e+02	4.14006e+01
6.91096e+02	4.12666e+01
6.91796e+02	4.11331e+01
6.92496e+02	4.10004e+01
6.93197e+02	4.08683e+01
6.93897e+02	4.07368e+01
6.94597e+02	4.06059e+01
6.95298e+02	4.04757e+01
6.95998e+02	4.03461e+01
6.96698e+02	4.02172e+01
6.97399e+02	4.00888e+01
6.98099e+02	3.99611e+01
6.98799e+02	3.98339e+01
6.99500e+02	3.97074e+01
7.00200e+02	3.95815e+01
7.00900e+02	3.94562e+01
7.01601e+02	3.93314e+01
7.02301e+02	3.92073e+01
7.03002e+02	3.90837e+01
