# File written by the predict_spectrum.py script.
# frequency (cm^-1)	Intensity
5.27214e+02	5.27918e-02
5.27914e+02	5.29354e-02
5.28614e+02	5.30797e-02
5.29315e+02	5.32245e-02
5.30015e+02	5.33699e-02
5.30715e+02	5.35159e-02
5.31416e+02	5.36625e-02
5.32116e+02	5.38098e-02
5.32816e+02	5.39576e-02
5.33517e+02	5.41061e-02
5.34217e+02	5.42552e-02
5.34917e+02	5.44049e-02
5.35618e+02	5.45552e-02
5.36318e+02	5.47062e-02
5.37019e+02	5.48577e-02
5.37719e+02	5.50100e-02
5.38419e+02	5.51629e-02
5.39120e+02	5.53164e-02
5.39820e+02	5.54705e-02
5.40520e+02	5.56254e-02
5.41221e+02	5.57808e-02
5.41921e+02	5.59370e-02
5.42621e+02	5.60937e-02
5.43322e+02	5.62512e-02
5.44022e+02	5.64093e-02
5.44722e+02	5.65681e-02
5.45423e+02	5.67276e-02
5.46123e+02	5.68878e-02
5.46823e+02	5.70486e-02
5.47524e+02	5.72102e-02
5.48224e+02	5.73724e-02
5.48924e+02	5.75354e-02
5.49625e+02	5.76990e-02
5.50325e+02	5.78633e-02
5.51026e+02	5.80284e-02
5.51726e+02	5.81941e-02
5.52426e+02	5.83606e-02
5.53127e+02	5.85278e-02
5.53827e+02	5.86958e-02
5.54527e+02	5.88644e-02
5.55228e+02	5.90338e-02
5.55928e+02	5.92040e-02
5.56628e+02	5.93749e-02
5.57329e+02	5.95465e-02
5.58029e+02	5.97189e-02
5.58729e+02	5.98920e-02
5.59430e+02	6.00659e-02
5.60130e+02	6.02406e-02
5.60830e+02	6.04160e-02
5.61531e+02	6.05922e-02
5.62231e+02	6.07692e-02
5.62931e+02	6.09470e-02
5.63632e+02	6.11256e-02
5.64332e+02	6.13050e-02
5.65033e+02	6.14851e-02
5.65733e+02	6.16661e-02
5.66433e+02	6.18479e-02
5.67134e+02	6.20304e-02
5.67834e+02	6.22138e-02
5.68534e+02	6.23981e-02
5.69235e+02	6.25831e-02
5.69935e+02	6.27690e-02
5.70635e+02	6.29557e-02
5.71336e+02	6.31433e-02
5.72036e+02	6.33317e-02
5.72736e+02	6.35210e-02
5.73437e+02	6.37111e-02
5.74137e+02	6.39021e-02
5.74837e+02	6.40940e-02
5.75538e+02	6.42867e-02
5.76238e+02	6.44803e-02
5.76938e+02	6.46748e-02
5.77639e+02	6.48702e-02
5.78339e+02	6.50665e-02
5.79040e+02	6.52637e-02
5.79740e+02	6.54618e-02
5.80440e+02	6.56608e-02
5.81141e+02	6.58608e-02
5.81841e+02	6.60616e-02
5.82541e+02	6.62634e-02
5.83242e+02	6.64661e-02
5.83942e+02	6.66698e-02
5.84642e+02	6.68744e-02
5.85343e+02	6.70799e-02
5.86043e+02	6.72865e-02
5.86743e+02	6.74939e-02
5.87444e+02	6.77024e-02
5.88144e+02	6.79118e-02
5.88844e+02	6.81222e-02
5.89545e+02	6.83337e-02
5.90245e+02	6.85461e-02
5.90945e+02	6.87595e-02
5.91646e+02	6.89739e-02
5.92346e+02	6.91893e-02
5.93047e+02	6.94058e-02
5.93747e+02	6.96232e-02
5.94447e+02	6.98418e-02
5.95148e+02	7.00613e-02
5.95848e+02	7.02819e-02
5.96548e+02	7.05036e-02
5.97249e+02	7.07263e-02
5.97949e+02	7.09501e-02
5.98649e+02	7.11749e-02
5.99350e+02	7.14009e-02
6.00050e+02	7.16279e-02
6.00750e+02	7.18561e-02
6.01451e+02	7.20853e-02
6.02151e+02	7.23156e-02
6.02851e+02	7.25471e-02
6.03552e+02	7.27797e-02
6.04252e+02	7.30134e-02
6.04952e+02	7.32483e-02
6.05653e+02	7.34843e-02
6.06353e+02	7.37214e-02
6.07054e+02	7.39598e-02
6.07754e+02	7.41993e-02
6.08454e+02	7.44399e-02
6.09155e+02	7.46818e-02
6.09855e+02	7.49249e-02
6.10555e+02	7.51691e-02
6.11256e+02	7.54146e-02
6.11956e+02	7.56613e-02
6.12656e+02	7.59092e-02
6.13357e+02	7.61583e-02
